user1,user2,user3
0.09696197827879283,0.04374469973559692,-0.048481718515785886
0.09696197827879283,0.04374469973559692,-0.048481718515785886
0.07950958770695635,-0.04549428458512258,-0.0072719629235723044
0.04854654995330412,-0.07217496522440901,0.0
0.048889094792939375,-0.042868007312850905,0.0
-0.18664901627939415,0.0,0.0
-0.22971887476128725,-0.08987281973900614,0.00969454387517323
-0.3795089721180958,-0.09996973988072018,0.1939310789353111
-0.48580347651777306,-0.04373628819422265,0.11150530414963346
-0.4504611640842699,-0.04341647315624647,0.12469213301298172
-0.29100419960412727,-0.17646969032560045,0.16471281050789593
-0.2444584860560599,-0.16724285487635102,0.23655416848875613
-0.2054563280426911,0.08748609529730646,0.3345800026650548
-0.222156656910616,0.20430518306339643,0.24241700235866226
-0.3152872651557391,-0.09828747648462094,0.11877435936268001
-0.4609699099752916,-0.48102782588438636,0.06544787381984236
-0.5821107849142613,-0.9650530149602702,0.048481133931545795
-0.6504191034011462,-0.7676751891910496,0.07271455162958351
-0.6326994233880158,-0.6878807815244755,0.14060353301728382
-0.7276762231205671,-0.7126487438457305,0.04848171851578579
-0.9416628637847211,-0.9727745591965489,0.048481380080561874
-1.0777974580145064,-0.9958472639987596,-0.014544725804939892
-0.9410923879139945,-0.7971053326636776,-0.026664691352049814
-0.673689542962424,-0.5161611881761528,-0.02346434178786096
-0.6835230477592148,-0.3022646045325935,-0.09289094167842754
-0.642563311610664,-0.2187340219739122,1.850371707708594e-17
20.364459191727885,-0.21869558372330714,-9.251858538542972e-17
-0.4781108916035677,-0.18721008325503222,-0.15756842021323067
-0.32247903667331596,-0.13380285815892234,-0.19822395379620028
-0.14425252609179484,-0.2171237613371242,-0.14453279280756323
-0.05901156955384309,-0.24835755032599616,-0.14158435373589673
-0.2174413229557489,-0.2461077130926607,-0.04888910741228664
-0.2768781859047363,-0.214497901236503,-0.04854248998954359
-0.23435153660516125,-0.08748776997212993,-0.11150707571943919
-0.09696544922828004,-0.027118149424080935,-0.10181051663564462
-0.1435066910957861,0.015747064162213515,-0.08443393894599598
-0.03490403295183642,0.0398261025281504,-0.19432832776674644
-0.05429874016661033,-0.08683505294219508,-0.24242888422383438
-0.0620565432996795,-0.11746366082666866,-0.2831685548875022
-1.9197606467476666e-15,-0.13121979270268988,-0.321873294913507
