timestamp,biosignal_0,biosignal_1,biosignal_2,biosignal_3,biosignal_4,biosignal_5,biosignal_6,biosignal_7,acceleration_x,acceleration_y,acceleration_z,angular_vec_x,angular_vec_y,angular_vec_z,magnetic_x,magnetic_y,magnetic_z,input_orientation_x,input_orientation_y,input_orientation_z,input_orientation_w,input_orientation_yaw,input_orientation_pitch,input_orientation_roll,input_projection_left,input_projection_top,input_projection_right,input_projection_bottom,prediction_time,predicted_orientation_x,predicted_orientation_y,predicted_orientation_z,predicted_orientation_w,predicted_orientation_yaw,predicted_orientation_pitch,predicted_orientation_roll,predicted_projection_left,predicted_projection_top,predicted_projection_right,predicted_projection_bottom
70560000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14160073059334974,-0.08136490446482132,-0.046909002334984025,0.9854585384057498,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
141120000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14218868762446368,-0.0803330050152028,-0.05407420728464564,0.9850913488217209,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
211680000.00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14227622981183535,-0.08017785862487058,-0.05514870706668299,0.985031778942047,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
282240000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14227622981183535,-0.08017785862487058,-0.05514870706668299,0.985031778942047,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
352800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14227622981183535,-0.08017785862487058,-0.05514870706668299,0.985031778942047,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
423360000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14227622981183535,-0.08017785862487058,-0.05514870706668299,0.985031778942047,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
493920000.00000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14153742247214976,-0.07950086642792384,-0.0549929294868081,0.9852017803392402,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
564480000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12670852328650611,-0.06591268382775693,-0.05208401188177734,0.9883763068505202,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
635040000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1240383736176994,-0.05162919153870277,-0.05021372508793112,0.989660290334077,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
705600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11899583071149168,-0.04285516301883867,-0.04437707596674431,0.9909763379640064,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
776160000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11125156016174781,-0.030446852359999062,-0.038467773907270415,0.9925806314418817,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
846720000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10288298931825567,-0.0029307009824203214,-0.0353869764282304,0.9940594868517473,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
917280000.0000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09412779706380361,0.039098902630080305,-0.030921717699182862,0.9943113601923549,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
987840000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864927033262475,0.059938114517507045,-0.02201860891637205,0.9942040110363625,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1058400000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08497731950384735,0.07535457662912999,-0.019613420707889226,0.993335722039191,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1128960000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08465514682680395,0.0850992582612036,-0.018740678593160774,0.9925927711428253,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1199520000.0000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08441123230986784,0.092312488113286,-0.018093017387213056,0.9919807413050364,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1270080000.0000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08403703187121617,0.1031219980339493,-0.017119838014303963,0.9909644503927102,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1340640000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08328514859860182,0.12398773485413513,-0.015232388375147638,0.9886650595490053,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
