timestamp,biosignal_0,biosignal_1,biosignal_2,biosignal_3,biosignal_4,biosignal_5,biosignal_6,biosignal_7,acceleration_x,acceleration_y,acceleration_z,angular_vec_x,angular_vec_y,angular_vec_z,magnetic_x,magnetic_y,magnetic_z,input_orientation_x,input_orientation_y,input_orientation_z,input_orientation_w,input_orientation_yaw,input_orientation_pitch,input_orientation_roll,input_projection_left,input_projection_top,input_projection_right,input_projection_bottom,prediction_time,predicted_orientation_x,predicted_orientation_y,predicted_orientation_z,predicted_orientation_w,predicted_orientation_yaw,predicted_orientation_pitch,predicted_orientation_roll,predicted_projection_left,predicted_projection_top,predicted_projection_right,predicted_projection_bottom
70560000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02615649297152219,0.0010429230279472962,0.03481855657809896,0.999050758622807,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
141120000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025789546030487602,0.013984220979840749,0.02791679028614556,0.9991796603710703,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
211680000.00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02132914133025573,0.01791570967682901,0.021329141330255732,0.9993843919168459,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
282240000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01484709913411093,0.017712217069759246,0.01718327097841582,0.9995852020774707,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
352800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008419302620820796,0.01760135976672717,0.017296808069877406,0.9996600061562607,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
423360000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008419302620820796,0.01760135976672717,0.017296808069877406,0.9996600061562607,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
493920000.00000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00873587023428417,-0.0003295552260726564,0.021948814246098503,0.9997208738031796,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
564480000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009238778439530457,-0.019512545279139523,0.026343123270934063,0.9994198043895304,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
635040000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009275615091899494,-0.025942063500080426,0.02639195898923497,0.9992719533774252,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
705600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002767734802846176,-0.02611338902292178,0.026222453578359405,0.9993111694993353,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
776160000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00727247562444111,-0.038532690664340286,0.021784895022986007,0.9989933739506461,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
846720000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015097845604698786,-0.05115917914827956,0.01661290315352717,0.9984381828114258,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
917280000.0000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008663687830268423,-0.04449641372914566,0.01701558878409658,0.9988270518046429,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
987840000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008472462248351532,-0.01457993824652404,0.017324016525370457,0.9997077179033913,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1058400000.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019460467739795873,-0.014853440697237416,0.013514955529500501,0.99960892926776,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1128960000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04006194713180049,-0.06091481568297566,0.0062384422617131575,0.997319160279429,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1199520000.0000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06425345016326808,-0.17836984429562425,-0.003349658799975194,0.9818576641112473,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1270080000.0000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07211084274236046,-0.287894550252463,-0.0039038900784408442,0.9549353454219683,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1340640000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07907195226523554,-0.3746056308291979,-0.01449715681657826,0.9236926329468362,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
1411200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08773487470464318,-0.4527028866451143,-0.035065218916286466,0.8866414825655826,0,0,0,-1,1,1,-1,100,0,0,0,0,0,0,0,-1,1,1,-1
